Row	Column	Timepoint	Nuclei_Number_of_Objects	Nuclei_IntNucGFP_Mean_Mean_per_Well	Nuclei_IntNucGFP_StdDev_Mean_per_Well	Nuclei_IntNucGFP_Sum_Mean_per_Well	Nuclei_IntNucGFP_Contrast_Mean_per_Well	Nuclei_IntCell DPC Mean_Mean_per_Well	Nuclei_IntCell_DPC_StdDev_Mean_per_Well	Nuclei_IntCell_DPC_Sum_Mean_per_Well	Nuclei_IntCell_DPC_Contrast_Mean_per_Well	Nuclei_NucMoph_Area_Micrometers_Mean_per_Well	Nuclei_NucMoph_Roundness_Mean_per_Well	Nuclei_NucMoph_Ratio_Width_to_Length_Mean_per_Well	Nuclei_CellMoph_Area_Micrometers_ Mean_per_Well	Nuclei_CellMoph_Roundness_Mean_per_Well	Nuclei_CellMoph_Ratio_Width_to_Length_Mean_per_Well	Time_in_seconds	Compound	Concentration
K	11	14	215	548.4	78.49	61975	0.3535	584.6	262.7	194036	0.7357	112.7	0.8716	0.622	323.1	0.8	0.5033	25208	Dactinomycin	0.034293553
K	11	15	230	552.4	77.29	61494	0.3415	516.1	231.6	172063	0.7162	109.6	0.8541	0.6045	322.1	0.7842	0.4878	27012	Dactinomycin	0.034293553
K	11	16	226	534.1	75.43	59985	0.3454	527.6	239.5	176209	0.7558	112.5	0.8607	0.601	329.6	0.78	0.4785	28812	Dactinomycin	0.034293553
K	11	17	464	403	41.85	38461	0.1801	324.3	149.7	97502	0.4915	84.3	0.6568	0.4585	221.2	0.655	0.4167	30609	Dactinomycin	0.034293553
K	11	18	449	408.6	43.67	37932	0.1905	340.7	157.5	100421	0.5485	80.48	0.6774	0.47	222.9	0.6876	0.4406	34206	Dactinomycin	0.034293553
K	11	19	217	583.6	85.03	67994	0.3583	571.8	251.9	199685	0.7822	117.4	0.8405	0.6031	344	0.7903	0.4983	37807	Dactinomycin	0.034293553
K	11	20	244	552.4	74.78	62520	0.3259	522.9	241	178779	0.7314	110.4	0.8365	0.5837	319.8	0.7775	0.4823	41410	Dactinomycin	0.034293553
K	11	21	235	533.8	71.96	63794	0.3231	566.5	253.6	197057	0.7401	117.3	0.8316	0.5799	334.4	0.7911	0.4975	45011	Dactinomycin	0.034293553
K	11	22	244	556.7	74.83	65236	0.3174	597	266.8	207194	0.7696	113	0.8255	0.5787	335.3	0.7847	0.4915	48607	Dactinomycin	0.034293553
K	11	23	253	548.9	75.08	62665	0.3126	536.3	244.6	174885	0.7511	112.3	0.8156	0.563	314.7	0.7816	0.4887	52207	Dactinomycin	0.034293553
J	11	0	310	573.3	87.96	78676	0.395	536.9	238.8	205718	0.7405	138.1	0.884	0.6215	404.2	0.7773	0.471	0	Dactinomycin	0.102880658
J	11	1	352	463	68.79	61921	0.377	582.2	253.2	208215	0.7093	134.9	0.865	0.6154	413.9	0.7667	0.4763	1809	Dactinomycin	0.102880658
J	11	2	378	506.5	74.72	64915	0.3703	593.7	263.4	190275	0.7246	128.5	0.8602	0.6154	373.4	0.7882	0.496	3607	Dactinomycin	0.102880658
J	11	3	380	517.1	76.36	65037	0.3724	617.2	261.5	194942	0.714	125.7	0.8772	0.6316	357.6	0.8073	0.5173	5416	Dactinomycin	0.102880658
J	11	4	377	554.6	82.23	71167	0.3755	582.1	251	204670	0.7379	129	0.8829	0.6351	384.3	0.806	0.5131	7208	Dactinomycin	0.102880658
J	11	5	386	564	85.06	70110	0.3806	661.9	281.9	230717	0.7498	124.3	0.8867	0.6374	390.2	0.8005	0.511	9009	Dactinomycin	0.102880658
J	11	6	391	545.2	80.36	69424	0.372	587	250.7	204057	0.7127	127.4	0.8802	0.6338	376.5	0.7874	0.5056	10811	Dactinomycin	0.102880658
J	11	7	401	536.5	78.8	67819	0.3673	581.3	249.1	183525	0.6865	125.6	0.8734	0.6193	356.8	0.775	0.4835	12608	Dactinomycin	0.102880658
J	11	8	394	566.8	84.63	71069	0.3728	618.6	258.2	201937	0.7225	126.8	0.8942	0.6356	367.3	0.7941	0.497	14409	Dactinomycin	0.102880658
J	11	9	394	566.9	84.58	71686	0.3742	551.8	239.9	190660	0.7048	128	0.8799	0.6234	376	0.7779	0.4849	16210	Dactinomycin	0.102880658
J	11	10	404	553.1	81.03	70710	0.3689	573	244.5	196903	0.7225	128.4	0.888	0.6271	389.3	0.7821	0.4951	18010	Dactinomycin	0.102880658
J	11	11	410	577.2	83.92	74072	0.3674	517	219.6	172252	0.7279	127.8	0.8741	0.6185	369.4	0.7838	0.4925	19808	Dactinomycin	0.102880658
J	11	12	411	570.5	83.31	74673	0.3644	510.5	224.4	175047	0.7179	130.6	0.8738	0.6156	374	0.7788	0.4858	21607	Dactinomycin	0.102880658
J	11	13	406	582.8	86.12	75613	0.3704	522.5	224	180575	0.7075	130.3	0.8777	0.6162	378	0.784	0.4964	23410	Dactinomycin	0.102880658
J	11	14	419	568.8	82.14	73340	0.3662	519.3	223.2	172525	0.6938	128.2	0.8784	0.6148	367.1	0.7827	0.4872	25208	Dactinomycin	0.102880658
J	11	15	431	584.2	84.33	75658	0.363	514.4	224.1	177191	0.702	127.7	0.8714	0.6094	371.8	0.7719	0.4838	27012	Dactinomycin	0.102880658
J	11	16	417	568.7	82.39	74990	0.3656	556.1	240.1	192556	0.7049	131.2	0.8697	0.6159	381.8	0.7754	0.4828	28811	Dactinomycin	0.102880658
J	11	17	415	594.4	85.8	77348	0.3694	544.1	233.9	189523	0.7026	129.8	0.8794	0.6153	384	0.7833	0.4878	30609	Dactinomycin	0.102880658
J	11	18	434	569.5	80.99	74943	0.3569	541	234	180168	0.6771	130.8	0.8663	0.5999	367.7	0.7731	0.4824	34206	Dactinomycin	0.102880658
J	11	19	421	616.3	90.42	80903	0.3689	544.9	232	191926	0.6957	132.6	0.8804	0.617	383.7	0.7845	0.4958	37807	Dactinomycin	0.102880658
J	11	20	435	617	88.73	80224	0.3671	496	212	167746	0.6803	131.3	0.8727	0.6118	364.2	0.7814	0.4905	41410	Dactinomycin	0.102880658
J	11	21	428	594	85.2	78351	0.3615	507.9	223.8	178466	0.7141	133	0.8684	0.6057	377.5	0.7823	0.4932	45011	Dactinomycin	0.102880658
J	11	22	436	624.3	89.79	82724	0.3645	546.8	241.8	192504	0.723	133.4	0.8765	0.6117	378.8	0.7866	0.4988	48608	Dactinomycin	0.102880658
J	11	23	434	614	88.14	82243	0.3612	554.1	240.2	191621	0.7025	133.9	0.865	0.6102	369.4	0.7813	0.4969	52207	Dactinomycin	0.102880658
I	11	0	251	533.3	78.16	67436	0.3722	647.5	279.3	259571	0.7947	125.9	0.8625	0.6035	399.4	0.7748	0.4698	0	Dactinomycin	0.102880658
I	11	1	263	439.9	63.2	57259	0.3509	542.1	232.8	216525	0.7632	128.5	0.8564	0.6016	427	0.7608	0.4579	1809	Dactinomycin	0.102880658
I	11	2	272	470.2	65.36	61447	0.3391	485.5	205.7	184205	0.7202	128.9	0.8581	0.6081	384.2	0.7848	0.4883	3607	Dactinomycin	0.102880658
I	11	3	265	500.3	71.36	64613	0.3561	524.5	220.1	213096	0.718	128.1	0.8801	0.6257	410.7	0.7829	0.4924	5416	Dactinomycin	0.102880658
I	11	4	278	520.9	73.64	66415	0.3536	491.7	207.6	180039	0.7056	128.1	0.8774	0.6258	388.2	0.7811	0.4912	7208	Dactinomycin	0.102880658
I	11	5	272	534.5	76.62	70403	0.3483	500	212.8	205466	0.6922	132.7	0.8856	0.6377	415.9	0.7845	0.4995	9009	Dactinomycin	0.102880658
I	11	6	279	521	72.96	68528	0.3464	526.2	224.7	207113	0.713	132.8	0.8943	0.6416	415.6	0.7831	0.4973	10811	Dactinomycin	0.102880658
I	11	7	289	515.5	72.57	67204	0.3454	493.5	208.4	187681	0.7127	131.4	0.8877	0.639	418.9	0.7667	0.4776	12608	Dactinomycin	0.102880658
I	11	8	287	542.4	77	71273	0.3512	462.1	198.7	179526	0.6857	134.6	0.8863	0.6389	421.9	0.7779	0.4862	14409	Dactinomycin	0.102880658
I	11	9	290	549.5	79.08	71383	0.3557	491.4	214.8	202414	0.7257	133.2	0.8533	0.6091	434.4	0.7672	0.4788	16210	Dactinomycin	0.102880658
I	11	10	291	525	73.37	71938	0.3456	440.4	194.4	184010	0.7055	137.9	0.8891	0.6399	438.3	0.7653	0.4792	18010	Dactinomycin	0.102880658
I	11	11	290	544.1	75.53	75924	0.343	453.9	203.2	191289	0.6913	140.4	0.8837	0.639	438.5	0.7634	0.4776	19809	Dactinomycin	0.102880658
I	11	12	293	549.7	76.59	75078	0.346	453.5	200.8	188509	0.7046	138.1	0.8835	0.629	432.8	0.7713	0.4891	21607	Dactinomycin	0.102880658
I	11	13	289	557.2	77.86	77697	0.3469	432.5	194.7	181022	0.703	140.8	0.8869	0.6339	438.6	0.7737	0.49	23410	Dactinomycin	0.102880658
I	11	14	286	555	77.76	77508	0.3522	424.3	193	183230	0.6816	141	0.8934	0.6397	436.7	0.7701	0.485	25208	Dactinomycin	0.102880658
I	11	15	285	577	81.86	81603	0.3522	448.7	198.3	200337	0.6954	143.4	0.8889	0.6371	446	0.7732	0.4857	27012	Dactinomycin	0.102880658
I	11	16	295	536.3	75.34	74159	0.3446	490.4	219.4	203133	0.7179	138.9	0.8728	0.6179	434	0.7725	0.4798	28811	Dactinomycin	0.102880658
I	11	17	288	571.2	80.59	79389	0.3505	418.9	187.8	193467	0.7115	141.1	0.8846	0.6326	471.2	0.758	0.4731	30609	Dactinomycin	0.102880658
I	11	18	299	554	76.62	76904	0.3469	481	210.3	203412	0.7242	139.7	0.8795	0.6302	440	0.7644	0.4786	34206	Dactinomycin	0.102880658
I	11	19	297	582.9	81.78	82796	0.3531	516	228.5	217663	0.7263	144.2	0.8844	0.6272	438.9	0.7695	0.4796	37807	Dactinomycin	0.102880658
I	11	20	311	579.1	81.21	79829	0.3464	475.5	217.2	183605	0.6876	138.2	0.8787	0.6183	421.6	0.7579	0.4704	41409	Dactinomycin	0.102880658
I	11	21	304	574.5	80.71	78065	0.3507	492.2	218.6	200867	0.6856	138.2	0.8727	0.619	435.9	0.7553	0.4702	45011	Dactinomycin	0.102880658
I	11	22	300	607.5	86.53	85067	0.3516	517.7	228.9	218668	0.6885	143.3	0.8764	0.6228	445	0.7567	0.4739	48608	Dactinomycin	0.102880658
I	11	23	300	611.7	87.2	84068	0.3547	514.4	228.2	206670	0.698	141.2	0.8795	0.6214	430.7	0.7682	0.4799	52207	Dactinomycin	0.102880658
H	11	0	263	506.4	70.82	62500	0.3568	609.1	273.3	192469	0.7927	121.9	0.8314	0.5814	334	0.7833	0.4813	0	Dactinomycin	0.102880658
H	11	1	282	442.7	64.01	53911	0.3734	533.2	243.9	158716	0.7397	119	0.8512	0.6106	312.3	0.793	0.5026	1809	Dactinomycin	0.308641975
H	11	2	278	492.8	71.13	58828	0.3686	584.9	257.3	167737	0.7597	117	0.8577	0.6144	312.6	0.8078	0.52	3607	Dactinomycin	0.308641975
H	11	3	290	500.9	71.5	58071	0.3622	502	223.5	144125	0.7381	113	0.8543	0.6129	294.5	0.8085	0.5183	5416	Dactinomycin	0.308641975
H	11	4	290	523.8	76.29	60600	0.3671	443.9	201.2	135960	0.7485	114.1	0.869	0.6289	310	0.7961	0.5127	7208	Dactinomycin	0.308641975
H	11	5	282	526.4	76.91	64743	0.364	515.2	228.4	160085	0.7617	122.2	0.8818	0.6345	328.6	0.8024	0.5152	9009	Dactinomycin	0.308641975
H	11	6	292	523	75.74	62111	0.3648	508.6	235.8	154077	0.7447	117.2	0.8811	0.6244	321.1	0.7945	0.5064	10811	Dactinomycin	0.308641975
H	11	7	289	521.8	76.4	62470	0.3692	491.2	227.6	148079	0.7545	120	0.8801	0.6298	322.1	0.7951	0.5089	12608	Dactinomycin	0.308641975
H	11	8	292	546.9	81.04	65268	0.3714	495.3	227.7	151331	0.7568	120.5	0.8796	0.631	329.3	0.7956	0.5024	14409	Dactinomycin	0.308641975
H	11	9	306	529.1	76.15	63249	0.3576	494.9	226	146418	0.7419	118.8	0.8802	0.6351	312.1	0.8005	0.5037	16210	Dactinomycin	0.308641975
H	11	10	297	532.1	77.71	65054	0.3601	468.3	221.8	150154	0.7506	122.4	0.8769	0.6345	341.6	0.7957	0.5073	18010	Dactinomycin	0.308641975
H	11	11	299	557.5	80.93	67274	0.3601	467.5	220.3	140119	0.7412	121.1	0.8858	0.6396	317.8	0.8031	0.5143	19809	Dactinomycin	0.308641975
H	11	12	315	550	80.31	64539	0.3572	451.5	212.1	142018	0.7634	116.7	0.8362	0.6036	326.8	0.7875	0.5001	21607	Dactinomycin	0.308641975
H	11	13	316	541.1	76.84	64762	0.3527	459.2	211.5	138244	0.7358	118.6	0.8732	0.6232	328.3	0.7903	0.5043	23410	Dactinomycin	0.308641975
H	11	14	331	532.5	76.13	61705	0.3477	509.4	241.5	147190	0.7595	114.3	0.8307	0.5937	311.8	0.7808	0.4864	25208	Dactinomycin	0.308641975
H	11	15	309	565.8	80.9	69276	0.3523	493.8	223.2	144980	0.7286	122.2	0.8698	0.6223	326.1	0.7933	0.5016	27012	Dactinomycin	0.308641975
H	11	16	307	533.1	75.48	65312	0.3509	431.4	199.2	130582	0.7496	121.5	0.8733	0.6235	326.9	0.7927	0.4991	28811	Dactinomycin	0.308641975
H	11	17	298	568.5	82.26	71011	0.3566	474.3	221	145705	0.7631	125.1	0.8775	0.6311	334.9	0.7884	0.5022	30609	Dactinomycin	0.308641975
H	11	18	308	546.7	76.57	69022	0.3462	446.3	208.7	139400	0.7586	125	0.8718	0.6239	340.3	0.7803	0.4927	34206	Dactinomycin	0.308641975
H	11	19	318	557.2	78.56	69294	0.3409	465.9	220.9	145467	0.767	122.2	0.8368	0.5993	330.3	0.7838	0.4938	37807	Dactinomycin	0.308641975
H	11	20	305	564.2	78.67	72793	0.3442	432.8	203.8	136702	0.7151	127.8	0.8608	0.6156	327.7	0.7867	0.4951	41409	Dactinomycin	0.308641975
H	11	21	319	543	74.18	67462	0.3384	431.3	206.3	137758	0.7542	121.2	0.8551	0.6038	329.2	0.7764	0.4926	45011	Dactinomycin	0.308641975
H	11	22	297	581.7	81.47	75205	0.3424	458.4	222.1	148140	0.6998	127.1	0.8572	0.6078	329.1	0.78	0.4912	48608	Dactinomycin	0.308641975
H	11	23	303	572.8	78.8	73015	0.3435	466.6	225.1	152246	0.7056	124.4	0.8611	0.6057	332.4	0.7754	0.4874	52207	Dactinomycin	0.308641975
G	11	0	173	598.9	93.21	76954	0.4076	727.9	321.8	254087	0.6957	133.6	0.871	0.6241	401.7	0.7769	0.4858	0	Dactinomycin	0.308641975
G	11	1	220	493.2	76.72	60053	0.3937	773.4	344.5	247046	0.7402	124.1	0.861	0.6148	383.6	0.7997	0.5078	1809	Dactinomycin	0.308641975
G	11	2	218	559.8	87.55	66678	0.4053	823.7	355.6	249375	0.7809	122.8	0.8897	0.6506	371.4	0.8223	0.539	3607	Dactinomycin	0.308641975
G	11	3	233	556.6	87.47	63946	0.3948	803.8	357.5	248042	0.7941	117.3	0.85	0.6141	355.3	0.8116	0.514	5416	Dactinomycin	0.308641975
G	11	4	232	579.6	89.15	70144	0.3894	648.9	292.7	205332	0.7646	123.1	0.8846	0.6517	357.6	0.816	0.524	7208	Dactinomycin	0.308641975
G	11	5	238	604.6	94	70065	0.3966	644.6	282.2	209370	0.7855	121.2	0.896	0.6488	371.9	0.7997	0.5062	9009	Dactinomycin	0.308641975
G	11	6	237	562.2	84.04	71406	0.3812	637	285.2	218739	0.7581	128.3	0.8822	0.6403	379.3	0.7885	0.4904	10811	Dactinomycin	0.308641975
G	11	7	260	555	82.54	64735	0.3832	609	266.4	205442	0.7406	117.1	0.8367	0.6044	372.2	0.7922	0.4979	12608	Dactinomycin	0.308641975
G	11	8	250	577.1	86.72	70658	0.3826	629.7	277.4	220793	0.7715	123.7	0.8794	0.6358	408.3	0.7951	0.4952	14409	Dactinomycin	0.308641975
G	11	9	252	568.8	84.7	70839	0.3803	645.8	290.1	232423	0.7749	124.9	0.869	0.6248	397.9	0.7887	0.4942	16210	Dactinomycin	0.308641975
G	11	10	246	587.2	88.84	71961	0.3903	593.3	268.2	204080	0.7526	125.9	0.8954	0.6446	392.4	0.7837	0.4919	18010	Dactinomycin	0.308641975
G	11	11	254	593.1	87.8	73524	0.3749	549.8	247.7	188114	0.7313	125.6	0.88	0.6331	376.3	0.7884	0.4954	19809	Dactinomycin	0.308641975
G	11	12	253	582.8	85.42	73645	0.374	599.6	263.2	205634	0.7445	127.4	0.8849	0.6426	386.2	0.7918	0.5041	21607	Dactinomycin	0.308641975
G	11	13	254	600	90.95	74074	0.3846	595.1	263.5	196480	0.7162	126.5	0.887	0.6395	369.5	0.79	0.494	23410	Dactinomycin	0.308641975
G	11	14	265	579.6	86.38	71818	0.3787	586.6	258	193084	0.7118	125	0.8945	0.6437	357.4	0.7947	0.5018	25208	Dactinomycin	0.308641975
G	11	15	271	605.8	88.81	73561	0.3789	615.6	265.2	192349	0.7176	122.4	0.8818	0.6344	358.5	0.791	0.499	27012	Dactinomycin	0.308641975
G	11	16	269	565.5	83.92	70788	0.3779	576.1	258.5	182526	0.7253	126	0.8843	0.638	361.9	0.7931	0.5049	28811	Dactinomycin	0.308641975
G	11	17	271	580.5	84.42	73036	0.3677	612.7	274.4	193883	0.7428	125.7	0.8763	0.6338	363.9	0.7854	0.4973	30609	Dactinomycin	0.308641975
G	11	18	278	597.7	87.93	73742	0.3779	566.8	255.9	196980	0.7597	123.8	0.8759	0.6243	391.7	0.7863	0.4895	34206	Dactinomycin	0.308641975
